city,state_name,lat,lng,population,location_id
New Philadelphia,Ohio,40.486,-81.4401,17602,3548
Zephyrhills,Florida,28.2409,-82.1797,17575,3549
Cortland,New York,42.6004,-76.1784,17574,3550
Wayne,Michigan,42.2774,-83.3877,17568,3551
Lemont,Illinois,41.6695,-87.9838,17558,3552
Clemson,South Carolina,34.6837,-82.8124,17557,3553
Takoma Park,Maryland,38.981,-77.0028,17542,3554
Oak Grove,Oregon,45.4156,-122.6349,17535,3555
Kirksville,Missouri,40.1986,-92.5752,17533,3556
Norcross,Georgia,33.9379,-84.2065,17530,3557
St. Matthews,Kentucky,38.2497,-85.6384,17511,3558
Goodlettsville,Tennessee,36.333,-86.7026,17500,3559
Coalinga,California,36.142,-120.3242,17488,3560
South Ogden,Utah,41.1722,-111.9576,17476,3561
El Reno,Oklahoma,35.5429,-97.966,17474,3562
South Venice,Florida,27.0444,-82.4155,17469,3563
Bluffdale,Utah,40.4744,-111.9381,17460,3564
West Columbia,South Carolina,33.9932,-81.0936,17459,3565
Gainesville,Texas,33.639,-97.1487,17459,3566
Morganton,North Carolina,35.7408,-81.7002,17457,3567
Los Lunas,New Mexico,34.8115,-106.7803,17452,3568
Laguna Woods,California,33.6099,-117.7299,17452,3569
Bon Air,Virginia,37.5187,-77.5713,17452,3570
Olivehurst,California,39.0795,-121.5566,17416,3571
Conyers,Georgia,33.6646,-83.9966,17415,3572
Murray,Kentucky,36.6146,-88.3207,17414,3573
New Castle,Indiana,39.9191,-85.3697,17413,3574
Wahiawa,Hawaii,21.5012,-158.0178,17400,3575
Streetsboro,Ohio,41.2396,-81.3456,17378,3576
Woodcrest,California,33.8789,-117.3687,17378,3577
Villa Rica,Georgia,33.7294,-84.9177,17354,3578
Glassmanor,Maryland,38.8181,-76.9833,17353,3579
Johnstown,Colorado,40.3499,-104.9482,17327,3580
Jenison,Michigan,42.9063,-85.8269,17314,3581
Fort Thomas,Kentucky,39.0801,-84.4518,17310,3582
Bethpage,New York,40.7495,-73.4856,17281,3583
Lebanon,Indiana,40.0324,-86.4551,17277,3584
Hernando,Mississippi,34.85,-89.9921,17262,3585
Rancho Mirage,California,33.7635,-116.4271,17257,3586
Stanford,California,37.4252,-122.1674,17255,3587
Laurel,Mississippi,31.6956,-89.1449,17241,3588
North Druid Hills,Georgia,33.8185,-84.3254,17241,3589
Stafford,Texas,29.6271,-95.5654,17240,3590
Shelbyville,Kentucky,38.2067,-85.2292,17239,3591
Aurora,Ohio,41.3118,-81.345,17227,3592
Buford,Georgia,34.1192,-83.9903,17222,3593
Clayton,Missouri,38.6444,-90.3303,17212,3594
Avenel,New Jersey,40.5842,-74.2716,17211,3595
Danville,Kentucky,37.6418,-84.7777,17191,3596
Flowing Wells,Arizona,32.2937,-111.011,17188,3597
Calhoun,Georgia,34.491,-84.9386,17184,3598
North Decatur,Georgia,33.8074,-84.2889,17183,3599
Hinsdale,Illinois,41.8007,-87.9273,17169,3600
Bellaire,Texas,29.704,-95.4621,17163,3601
Pinewood,Florida,25.8697,-80.2174,17163,3602
Fairview Park,Ohio,41.4419,-81.853,17137,3603
Graham,North Carolina,36.0589,-79.3894,17136,3604
Beckley,West Virginia,37.7877,-81.1841,17132,3605
Manassas Park,Virginia,38.7709,-77.4429,17123,3606
Easton,Maryland,38.776,-76.0701,17118,3607
Kaukauna,Wisconsin,44.2773,-88.2641,17111,3608
Groves,Texas,29.9457,-93.9164,17110,3609
Oswego,New York,43.4516,-76.5005,17092,3610
Estelle,Louisiana,29.8447,-90.1021,17091,3611
Lake St. Louis,Missouri,38.7846,-90.7886,17088,3612
Safety Harbor,Florida,28.008,-82.6964,17087,3613
El Segundo,California,33.917,-118.4018,17081,3614
